,Score,Sentiment
4546,0,@JasonCalacanis hey! we have to wait 'til sunday in the UK for the finale  #lost
4547,0,You know the problem with Cracked.com? Every awesome list you read links to three more awesome lists to read. Stupid infinite loop... 
4548,0,"@macster7 aw.  i find the game's name interesting pa naman. Hahah. Anyway, why suddenly hating people? Hahaha. If u see for Mac, tell me."
4549,0,@kpupillo OMG - poor little thing! I hope she feels better. I'm sure she's pretty bummer out 
4550,4,@AaronWarner Thank you for the link!!! This is great 
4551,4,@ComedyQueen LOL knew what you meant 
4552,4,@mitchelmusso http://twitpic.com/7i310 - awww 
4553,0,It is actually HOT outside  http://myloc.me/3oP
4554,4,"@techack let me know abt 3G too, once u find out "
4555,0,"of all the things i could do over the next few hrs, i guess i need to clean my room... "
4556,0,Off to work now 
4557,0,@PaulaAbdul Hey paula i heard it on simon and paula central plez dnt leave idol there would be no idol without you  luv u paula x0x 
4558,0,"@nineinchnails It's bad, you don't comin in QuÃ©bec  Toronto is fucking far far away haha"
4559,0,"Is bored with all the errors that are appearing on facebook this afternoon, definate thumbs down to it at the moment "
4560,0,Ugh I'm so sick of it down here 
4561,4,@ceedubbwifey Have a good evenings; Sleep well 
4562,4,Having lunch at bobs with the girls! 
4563,0,it's rainy outside 
4564,0,@soooji just woke up and read about it. damn. i saw my first concert in athens there 
4565,0,@ULTRAPRINCESS sick again! Say it ain't so! 
4566,4,"@kellyohno If you donate to the paypal link on the right hand side, it'll go to us and we have a deal to get it to Greg Grunberg. "
4567,4,@barbsrad ah jim  Jim did my first one! Hes awesome! 
4568,4,is a newbie in using twitter! 
4569,4,Is in a really good mood because sam will be in town tomorrow 
4570,0,I'm off to the hosp to see grandmom. I hate hospitals.  
4571,0,Bff I need a web cam I wanna talk to the guys too 
4572,0,Hates that lonely feeling that you get when you finish a book. Like the charactors were friends that you wont ever see again. 
4573,0,@PCleezy ummm when you told me you wasn't going to have food for me  I don't play when it comes to food LOL
4574,0,I just poked myself in the eye 
4575,0,my noseeeee 
4576,4,Word of the A Day: 'Damnit!' ~Thanks Ms. Zenner 
4577,4,Follow friday you guys should follow me. 
4578,4,"@jucaofclay yeah, it's nice and chill!    i enjoyed it, tell them thx!"
4579,0,still stuck at home with pneumonia  b back tommorow!!!!
4580,4,skipping MOCCA today due to time constraints! Will be there tomorrow (hopefully) bright and early! 
4581,0,@AskAJAnything diets suck sometimes.. but I am on one for 3 weeks now.. can't see improvement 
4582,0,@jonodown did that chick go on the bbq too? ohhhh 
4583,4,@TheRealRyanHiga i love you  lol watcha doiing? xD
4584,0,@almagill sadly the button doesn't work with wordpress.com   But is great on blogger!
4585,0,"@TheSims3 I want the game so bad, can't afford it yet though "
4586,0,"@ImoHartx Lol, something like that! He's being a prick of the highest order and i wish he'd just fuck off!   x"
4587,4,I can't wait to eat Monica's cookies. Yum!!! I'm talking about actual cookies by the way. 
4588,0,"I'm not tired , but it's boring .. "
4589,4,Roomy looked at me funny so I thought it was worth a tweet 
4590,4,@la_loquita Hiya before i miss saying this before your out for weekend hey have a great weekend and hope all blessings for you and family 
4591,0,Gotta study for my french test. 
4592,0,Could not talk properly to anybody in office today... Bad mouth ulcers right on the tongue  . Hope things will be better tomorrow.
4593,0,@helmet4head club sandwiches?? eat the damn meatballs!!!! when are you back   have fun and be safe!!
4594,0,"Picking Apricots for the Neighborhood, I'm so tired and I got a headache  Dad won't  let me stop."
4595,4,wow I need to update more often I dn't have the net at my place  I'll get it soon 
4596,0,Back on xbox live! But my mic is broken  so i can't hear all of the lovely voices over live!
4597,0,@Patti0713 It's not on my cable carrier. Only Space channel 
4598,0,waiting for sleeping pills to kick in... gonna be so tired at work tomorrow 
4599,4,@michaelsheen Good old Nick Cave  Hope you're wearing more than just the scarf...
4600,0,@DAsweetdevil Yes  I was wearing my contacts at the time so it burned. How are your feetsies?
4601,4,"&quot;Now that's some extra cheese, pimp!&quot; Hahaha, sometimes I really do enjoy work.. "
4602,0,Going to work for an hour while my cousin has her baby. 
4603,0,@kamal then no love  Figtree = nearby access point ?
4604,4,"DAD IS HERE!!!!!!!!!  We're going out for dinner, bye!"
4605,4,"after 8 hours working, i just launched a new version of ArchDaily   feedback is VERY appreciated, as I will continue working after sleep"
4606,0,Preparing for my night class...cyberlaw with bissonette  what a long day.
4607,0,left the inn  now im at school. dang its straight up dead here!! [&lt;3Hannah]
4608,4,@twinklybee brilliant news Twink! just what you needed 
4609,0,@jhaight Never seen that show b/c I don't have cable... but that is sad  #bsb
4610,0,"@MaTTiIDa i'm an idiot, shutup.  and omgomg our rain went to canada!"
4611,0,anyone showing their #iPhone 3G S shipped from #AT&amp;T? still waiting for mine to process order from 6/10/09 
4612,4,@Sarahbear9789 She wants to do a skype chat with us sometime she said. 
4613,4,just finished up checking out the Old Bedford School House w/Mylynka and Lupe for wedding it's AWESOME!! yes we took pictures 
4614,4,@_tonia I enjoy giving compliments. You make it easy to do 
4615,4,"@liveguy @egyptoknuckles awww, thanks, guys!  hope you have a lovely weekend as well."
4616,0,"Getting off in the office restroom, freeballing makes me horny, wish it was cruisy here  need help... http://mobypicture.com/?om6msa"
4617,4,@kaydayy @vallsamp @emilyraefac Happy graduation Sachse HS Class of 2009! 
4618,4,who wants to go see Up with me? 
4619,0,i'm reeeaaalllyyy bored! the browsers are still not working! kill me! 
4620,0,"Tula's sick! Nausious, Nasal congestion, headache, bodyaches and my nose is running a marathon. Theraflu please help "
4621,4,@splitjewel oh don't you worry ;) I've just added a new 'refresh' and 'more' button 
4622,4,@Allison4life oh yes! that means sweats 
4623,0,"Aw, made tea that smells really wonderful, but tastes like water because I didn't steep it long enough "
4624,4,@simplyvanessa That was very clever  Sitting next to Ben Stiller and getting a kiss from Robert Pettinson???OMG
4625,0,@bitterpurl yayay!!!! I'm making scrap blocks tonight and they are kinda lame! 
4626,0,Off to bed I have to go play CEO for the day!!!! We need new staff. ........bunkee?  wait I meant 
4627,4,@pinionist @PixiePearl The tall faggot @davidfarrier's going on a wild trip to MONGOLIA to film a docu about it later this year. 
4628,0,@colinmoge  the one day I need to work
4629,4,Just spent the past hour of her life watching yummy english men play rugby. Suh-weet! 
4630,0,"@meigoh1 aw man!!!! hope you are alright!   btw, i have really good secret news for your ears alone! will tell you tomorrow HEE HEE"
4631,4,"Whew, sounds like its over. Thank goodness! Time to go back to bed again. Night everybody! "
4632,4,Great bike ride. Air so cold it froze my lungs! All set for the snow tomorrow 
4633,0,@pinpoint_uk cant they sing God Damn Godd or sumfin i know   (pinpoint live &gt; http://ustre.am/2wLS)
4634,0,jacked up my knee on my run yesterday..... sweet...... 
4635,0,@mattchew03  awww... poor baby!! I would bring you one if it wasn't a 10 hr drive... at least I would have plenty of places to pick it up!
4636,4,@farabovetheclou Have you checked out the drool-worthy R&amp;F pics the lovely Grant put up on FB? That guy rocks! 
4637,0,missing friends at the moment.. 
4638,0,"Just Came In From Outsidee, Outsidee Was Boring &amp;&amp; Hot.. Im Seriously Bored And Theree Is Nothing To Doo. "
4639,0,@LeslieRoark no niceville but yes headed there but have to go back to work  should have just took the day off!
4640,4,"Logging off now. Off to GH for my date with Lala. (Lai, please don't hate me. "
4641,4,gonna knit a felted heart toy for mum for Mothers Day. she's so great (not really) she loves anything i give her  luv ya mummy
4642,0,@KNOWxONE aww sorry  but handle the business then let's clelbrate :p entourage party?!!!!!
4643,0,"@Kudoskookies I'm about to have one now, just made a grasshopper pie but can't try it till it chills overnight  boohoo!"
4644,0,@jojo_jtv awww sont cry  you crying makes others sad
4645,0,There's nothing that simple that some guy can  write obfuscated code to do it in order to show how damn smart he is.... 
4646,4,"Severe weather warning for the Midlands, nice. Will finish reading book and maybe do some website stuff. Oh, morning all. "
4647,0,hates those stupid sleep demons who sat next to me at 8a service!  i'm off to get some  crack in a cup before 11a service!
4648,4,"@18percentgrey You know, the more I think about it, the more I think yours is the best response. "
4649,0,ughhh my stomache is aktiin crazyyy 
4650,0,"@ashalynd like matruska?or does it mean something else?love russian, learnt some bits when i was a child but forgot&amp;didn't take it back "
4651,0,"Out of clean clothes. Wearing one very dark brown argyle sock, 1 black christmas decorated nylonish sock, and some brown/tan canvas shoes "
4652,4,@JP5486 heyy its ur bday?!!happy birthday! 
4653,4,@vivafidel just sending you some love! Thank you 
4654,0,Season 4 of Lost starts tonight in the Ciervo household. I don't want to be caught up bc then I'll have to wait a week between episodes 
4655,0,i wish more of my friends were on here 
4656,4,"Why, hello, June 1.  You are quite exciting. Harry Should Have Died is being released today, isn't it? Yes, I thought so. "
4657,0,"@mozmac How soon, because as you know with a yearly subscription each day I can't use it is money thrown away...  "
4658,4,@Donnette good call! had a good time clearly! half the weekend already well-spent! thats great 
4659,0,@snowboardcast yes over the 3 wireless network. But I lost all my contacts 
4660,4,@zacseif Dallas is definitely better than Houston! 
4661,0,"@xlovelydearx Nothing to do, No-where to go, No-one to hang out with. I'll just get depressed again. It's lovely weather as-well. "
4662,0,@Vikkei wow you are twittering lol only for a hour I'm sure. 
4663,0,@KW3Connor man this sucks! I realy wanted to buy tic's &amp; get the meat and great pass but my dad got mad and now I'm to late! 
4664,0,@StephaniePernas ugh I hate you! So jealous 
4665,4,massage therapy is about to be included in our wedding contract 
4666,4,@AlisonDowns you're the reason I can't have my full name as my twitter name.I am the reason you can't have your name as a .com or @gmail. 
4667,0,is sore from gym 
4668,0,sore throat.. 
4669,4,At the School teaching how to make first person shooters games using AS3. 
4670,4,"@ameliasprout You ARE nuts, but you get extra mommy points for doing it anyway. "
4671,4,@archukat yung after the game na  yung sa mini-concert 
4672,4,I had the best day today. Someone special bought me a pretty necklace and i went to a buddhist temple.. it was SO relaxing. 
4673,0,Is impressed that the first half of the final she wrote is actually good.  Now to finish it and turn it in!  And then work on my paper. 
4674,0,@mhuk You are so right water everywhere and no gold 
4675,0,Doing loads of homework 
4676,4,exploring twitter 
4677,0,"@vc27 oops! i meant... I'm not even watching and I can tell you who it is!  haha Del Potro and Rebredo... My fave, Nadal was outsted tho "
4678,4,horseback riding -&gt; Itï¿½s my live !! ? I love it 
4679,4,"@nkirchmar LOL I meant to reply to you, but didnt. We should go to the cafe!?!  I have been playing applications all night, I need a life!"
4680,4,@JDot1911 hey there J 
4681,0,@ubertwiter should use twitpic when adding pics from your phone not uberpic. 
4682,0,I cant wait for Twilight that long 
4683,0,@ButterbeanUK sorry to hear about your issues mate 
4684,4,Just woke up. got work from 10am-3pm 
4685,0,Sorry 4 the l8 update.. arrived 2 days ago! Just watched 'Obsessed' @ Camana Bay. Back to Toronto on Monday... 
4686,4,"i had so much fun this past week, thanks everyone "
4687,0,@Jeremih u in the chi!? We only got one nah 
4688,0,back in germany.... italy was awesome.. wanna go back 
4689,4,At the Panera Bread waiting for the rest of the guys.  
4690,4,Because there isn't enough whoring of stuff... check out my latest video if you haven't!: http://bit.ly/1aaxnr  
4691,4,Watching three men and a boat. Chichester harbour 
4692,4,@ColorblindFish its an awesome city!!! Have some chowda!!! 
4693,4,I'm so excited to see Billy Talent tonight!! 
